msisdn_crypte,Recency,Frequency,Monetary,Tenure_Months,Nb_Offers_Distinctes,Main_Offer,R_score,F_score,M_score,RFM_Score,RFM_Total,RFM_Weighted,Segment,Segment_Avance,Valeur,Life_Time,Montant_Moyen_Par_Achat,Frequency_Par_Mois,Monetary_Par_Mois,Cluster_KMeans,Churned,Churn_Proba,PC1,PC2
DEMO_00413,48,4,52.1,17.1,1,Demo Start,1,2,3,123,6,2.3,Client à risque,Clients hibernants,Valeur moyenne,19.1,13.02,0.233,3.04,1,0,0.2243,-0.8906,-0.2914
DEMO_00414,20,4,20.2,27.0,1,Demo Flex,3,2,1,321,6,1.7,Client moyen,Clients à développer,Faible valeur,27.6,5.05,0.148,0.75,3,0,0.1628,-0.72,0.3169
DEMO_00415,39,7,47.97,16.2,1,Demo Flex,2,4,3,243,9,3.1,Client moyen,Ne doit pas les perdre,Valeur moyenne,17.4,6.85,0.433,2.97,1,0,0.183,0.0276,-0.5944
DEMO_00416,69,4,36.54,9.3,2,Demo Plus,1,2,3,123,6,2.3,Client à risque,Clients hibernants,Valeur moyenne,13.7,9.14,0.431,3.94,1,0,0.3383,-1.5845,-0.5343
DEMO_00417,85,3,26.87,4.6,2,Demo Max,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,4.0,8.96,0.652,5.84,1,0,0.5852,-2.3241,-1.007
DEMO_00418,28,4,109.54,23.1,3,Demo Plus,3,2,5,325,10,3.7,Client moyen,Clients à développer,Forte valeur,21.0,27.39,0.173,4.73,3,0,0.1737,0.2972,-0.2086
DEMO_00419,30,7,79.33,46.3,1,Demo Plus,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Forte valeur,43.2,11.33,0.151,1.71,2,0,0.1292,0.5448,0.7949
DEMO_00420,28,6,24.64,29.2,1,Demo Plus,3,4,2,342,9,2.8,Client fidèle,Clients fidèles,Faible valeur,32.7,4.11,0.206,0.84,2,0,0.1233,-0.2215,-0.7925
DEMO_00421,34,2,25.11,9.6,1,Demo Start,2,1,2,212,5,1.7,Client à risque,Clients hibernants,Faible valeur,13.1,12.55,0.209,2.62,3,0,0.1739,-0.7104,0.2582
DEMO_00422,47,4,53.86,13.1,1,Demo Flex,1,2,3,123,6,2.3,Client à risque,Clients hibernants,Valeur moyenne,11.3,13.47,0.305,4.11,1,0,0.3145,-0.1797,0.5237
DEMO_00423,27,5,46.55,18.1,2,Demo Flex,3,3,3,333,9,3.0,Client fidèle,Clients à développer,Valeur moyenne,16.6,9.31,0.276,2.57,3,1,0.1272,0.3088,-0.2406
DEMO_00424,82,12,61.41,63.1,1,Demo Plus,1,5,4,154,10,3.7,Client moyen,Ne doit pas les perdre,Valeur moyenne,62.5,5.12,0.19,0.97,1,1,0.4031,0.3159,1.3695
DEMO_00425,74,9,236.08,65.1,1,Demo Max,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,67.6,26.23,0.138,3.62,1,0,0.1679,1.4051,1.9464
DEMO_00426,24,9,49.84,60.6,3,Demo Start,3,5,3,353,11,3.6,Client fidèle,Clients fidèles,Valeur moyenne,58.1,5.54,0.148,0.82,2,1,0.1492,0.7798,0.6562
DEMO_00427,23,1,14.35,24.7,2,Demo Start,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,20.8,14.35,0.04,0.58,3,0,0.176,-1.6482,0.7994
DEMO_00428,15,13,144.75,72.0,1,Demo Max,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,72.0,11.13,0.181,2.01,0,0,0.0385,3.2066,1.19
DEMO_00429,35,3,41.64,13.6,2,Demo Start,2,2,3,223,7,2.5,Client à risque,Clients hibernants,Valeur moyenne,14.2,13.88,0.221,3.06,3,0,0.2269,-1.3391,0.703
DEMO_00430,17,5,127.51,17.6,1,Demo Flex,4,3,5,435,12,4.2,Client fidèle,Clients à risque,Forte valeur,18.6,25.5,0.283,7.23,0,0,0.0889,0.4223,-0.423
DEMO_00431,14,7,95.09,39.3,3,Demo Plus,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,38.9,13.58,0.178,2.42,0,0,0.0861,1.35,0.872
DEMO_00432,35,4,29.34,27.1,2,Demo Flex,2,2,2,222,6,2.0,Client à risque,Clients hibernants,Faible valeur,28.1,7.34,0.147,1.08,3,1,0.1344,-0.7284,0.1176
DEMO_00433,8,9,164.93,28.1,1,Demo Plus,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,25.1,18.33,0.32,5.86,0,0,0.0736,1.6264,0.7394
DEMO_00434,47,5,35.25,10.9,1,Demo Plus,1,3,2,132,6,2.1,Client moyen,Clients à risque,Valeur moyenne,9.2,7.05,0.46,3.24,1,0,0.3184,-0.926,-0.8819
DEMO_00435,36,4,43.65,21.8,1,Demo Flex,2,2,3,223,7,2.5,Client à risque,Clients hibernants,Valeur moyenne,22.0,10.91,0.183,2.0,3,0,0.2094,-0.6528,0.4764
DEMO_00436,71,8,39.18,13.7,2,Demo Max,1,5,3,153,9,3.2,Client moyen,Ne doit pas les perdre,Valeur moyenne,9.2,4.9,0.582,2.85,1,0,0.2361,-0.1082,-0.532
DEMO_00437,29,3,16.95,7.9,1,Demo Start,3,2,1,321,6,1.7,Client moyen,Clients à développer,Faible valeur,7.3,5.65,0.381,2.15,3,0,0.1139,-0.7054,-0.4103
DEMO_00438,40,4,41.04,15.0,2,Demo Connect,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,14.2,10.26,0.268,2.74,1,0,0.221,0.113,-0.2609
DEMO_00439,44,7,85.49,27.1,1,Demo Plus,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Forte valeur,26.5,12.21,0.258,3.15,1,0,0.21,0.011,-0.3978
DEMO_00440,57,6,23.46,35.4,1,Demo Start,1,4,2,142,7,2.4,Client moyen,Ne doit pas les perdre,Faible valeur,34.3,3.91,0.169,0.66,1,0,0.18,-1.3793,-0.7804
DEMO_00441,26,2,26.22,4.4,1,Demo Plus,3,1,2,312,6,1.9,Client moyen,Clients à développer,Faible valeur,2.5,13.11,0.45,5.9,3,1,0.3023,-1.3979,-0.1681
DEMO_00442,15,3,19.07,22.5,1,Demo Max,4,2,1,421,7,1.9,Client moyen,Clients prometteurs,Faible valeur,18.8,6.36,0.133,0.85,3,0,0.153,-0.3243,-0.1378
DEMO_00443,29,2,40.33,21.1,1,Demo Max,2,1,3,213,6,2.2,Client à risque,Clients hibernants,Valeur moyenne,21.4,20.16,0.095,1.91,3,0,0.1276,-0.4529,0.6454
DEMO_00444,47,2,16.44,26.2,1,Demo Flex,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,25.6,8.22,0.076,0.63,1,0,0.1756,-1.6397,0.5123
DEMO_00445,52,4,21.51,9.7,3,Demo Max,1,3,2,132,6,2.1,Client moyen,Clients à risque,Faible valeur,7.0,5.38,0.412,2.21,1,0,0.2451,-1.1305,-0.0655
DEMO_00446,4,3,31.2,9.9,1,Demo Start,5,2,2,522,9,2.6,Client moyen,Clients prometteurs,Valeur moyenne,10.0,10.4,0.304,3.16,3,0,0.0838,-0.1855,-0.1391
DEMO_00447,136,9,54.23,47.1,2,Demo Plus,1,5,3,153,9,3.2,Client moyen,Ne doit pas les perdre,Valeur moyenne,46.5,6.03,0.191,1.15,1,1,0.7771,-1.6079,-0.4844
DEMO_00448,14,5,100.22,12.3,1,Demo Start,4,3,5,435,12,4.2,Client fidèle,Clients à risque,Forte valeur,11.4,20.04,0.407,8.15,0,0,0.1661,1.1096,-0.3085
DEMO_00449,41,2,19.95,17.1,2,Demo Flex,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,12.7,9.98,0.117,1.17,1,1,0.2164,-1.4532,-0.2242
DEMO_00450,61,3,27.53,18.3,1,Demo Start,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,19.7,9.18,0.164,1.51,1,0,0.3727,-1.7712,0.413
DEMO_00451,22,1,13.81,13.9,2,Demo Max,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,11.5,13.81,0.072,0.99,3,0,0.2106,-1.2916,0.151
DEMO_00452,53,7,40.17,30.7,1,Demo Max,1,4,3,143,8,2.9,Client moyen,Ne doit pas les perdre,Valeur moyenne,30.8,5.74,0.228,1.31,1,1,0.2233,-0.3842,0.337
DEMO_00453,3,9,44.18,29.1,1,Demo Flex,5,5,3,553,13,4.0,Client fidèle,Champions,Valeur moyenne,27.4,4.91,0.31,1.52,2,0,0.0824,1.1872,-0.3285
DEMO_00454,55,7,87.4,20.5,1,Demo Start,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Forte valeur,19.7,12.49,0.341,4.26,1,1,0.296,0.3403,-0.8135
DEMO_00455,50,2,10.9,14.5,1,Demo Start,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,16.8,5.45,0.138,0.75,1,0,0.3074,-1.7319,-0.381
DEMO_00456,32,3,16.34,19.4,1,Demo Connect,2,2,1,221,5,1.5,Client à risque,Clients hibernants,Faible valeur,20.5,5.45,0.154,0.84,3,1,0.1249,-1.1469,-0.8682
DEMO_00457,47,6,94.82,23.7,1,Demo Max,1,4,5,145,10,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,26.0,15.8,0.253,3.99,1,0,0.1621,0.1188,-0.4214
DEMO_00458,75,3,39.94,13.1,3,Demo Plus,1,2,3,123,6,2.3,Client à risque,Clients hibernants,Valeur moyenne,13.8,13.31,0.229,3.04,1,1,0.3667,-1.1908,-1.0084
DEMO_00459,63,5,25.02,32.1,1,Demo Flex,1,3,2,132,6,2.1,Client moyen,Clients à risque,Faible valeur,32.9,5.0,0.156,0.78,1,0,0.2117,-1.002,-0.3179
DEMO_00460,23,8,56.76,41.0,1,Demo Connect,3,5,4,354,12,4.1,Client fidèle,Clients fidèles,Valeur moyenne,37.5,7.1,0.195,1.38,2,0,0.0545,0.9671,0.4973
DEMO_00461,29,6,36.41,51.9,3,Demo Plus,2,4,3,243,9,3.1,Client moyen,Ne doit pas les perdre,Valeur moyenne,51.3,6.07,0.116,0.7,2,0,0.1426,0.3408,1.3845
DEMO_00462,20,5,132.48,50.0,2,Demo Connect,3,3,5,335,11,4.0,Client fidèle,Clients à développer,Forte valeur,49.6,26.5,0.1,2.65,0,0,0.1055,0.847,1.1415
DEMO_00463,18,7,114.92,18.2,1,Demo Start,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,20.7,16.42,0.384,6.31,0,0,0.064,1.5457,-0.7339
DEMO_00464,44,8,63.31,24.5,1,Demo Connect,1,5,4,154,10,3.7,Client moyen,Ne doit pas les perdre,Forte valeur,23.5,7.91,0.326,2.58,1,1,0.1698,-0.1191,-0.7436
DEMO_00465,19,4,54.77,20.3,1,Demo Start,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,20.8,13.69,0.197,2.7,3,0,0.1138,0.1219,-0.2619
DEMO_00466,44,1,4.73,20.2,1,Demo Plus,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,20.7,4.73,0.049,0.23,1,1,0.2498,-2.8049,-0.1956
DEMO_00467,22,2,13.78,19.3,1,Demo Start,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,21.7,6.89,0.103,0.71,3,0,0.091,-0.8229,0.0078
DEMO_00468,24,9,95.1,22.8,2,Demo Flex,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,22.5,10.57,0.395,4.18,2,0,0.0697,1.2972,-1.1814
DEMO_00469,11,4,51.16,45.1,3,Demo Connect,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,46.8,12.79,0.089,1.13,3,1,0.099,0.4819,1.3445
DEMO_00470,43,5,47.27,27.7,1,Demo Plus,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,24.2,9.45,0.181,1.71,1,0,0.1038,-0.8503,-0.1314
DEMO_00471,3,3,34.3,9.4,1,Demo Plus,5,2,2,522,9,2.6,Client moyen,Clients prometteurs,Valeur moyenne,6.2,11.43,0.32,3.66,3,0,0.087,-0.2051,-0.3533
DEMO_00472,56,12,124.96,40.0,1,Demo Plus,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,35.4,10.41,0.3,3.13,1,0,0.1796,1.1807,0.4015
DEMO_00473,104,6,54.7,26.0,1,Demo Start,1,4,3,143,8,2.9,Client moyen,Ne doit pas les perdre,Valeur moyenne,27.6,9.12,0.231,2.1,1,1,0.5149,-0.229,0.0965
DEMO_00474,25,8,67.8,30.9,1,Demo Flex,3,5,4,354,12,4.1,Client fidèle,Clients fidèles,Forte valeur,32.2,8.47,0.259,2.2,2,0,0.1286,0.6584,0.3368
DEMO_00475,24,5,39.45,27.3,2,Demo Start,3,3,3,333,9,3.0,Client fidèle,Clients à développer,Valeur moyenne,29.1,7.89,0.183,1.44,3,0,0.2267,-0.0076,-0.8222
DEMO_00476,5,4,45.33,28.1,1,Demo Connect,5,3,3,533,11,3.4,Client fidèle,Clients à risque,Valeur moyenne,26.8,11.33,0.142,1.61,3,0,0.0411,0.3266,0.0215
DEMO_00477,15,5,62.51,28.9,3,Demo Connect,4,3,4,434,11,3.7,Client fidèle,Clients à risque,Valeur moyenne,27.8,12.5,0.173,2.16,3,0,0.1411,-0.0361,0.6792
DEMO_00478,48,4,44.5,5.4,1,Demo Start,1,3,3,133,7,2.6,Client moyen,Clients à risque,Valeur moyenne,5.1,11.12,0.746,8.3,1,0,0.0982,-0.7216,-0.5775
DEMO_00479,53,4,20.86,30.6,1,Demo Max,1,3,1,131,5,1.6,Client moyen,Clients à risque,Faible valeur,33.5,5.22,0.131,0.68,1,0,0.3587,-1.1104,1.1921
DEMO_00480,28,5,28.79,13.5,1,Demo Connect,3,3,2,332,8,2.5,Client fidèle,Clients à développer,Faible valeur,16.9,5.76,0.369,2.13,3,0,0.0669,-0.329,0.2396
DEMO_00481,46,2,24.84,16.1,2,Demo Connect,1,1,2,112,4,1.5,Client à risque,Clients hibernants,Faible valeur,17.7,12.42,0.124,1.54,1,0,0.4837,-2.1108,0.0225
DEMO_00482,11,6,134.45,22.6,1,Demo Flex,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,23.3,22.41,0.265,5.94,0,0,0.0799,1.2021,-0.3198
DEMO_00483,33,11,119.31,56.8,1,Demo Start,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,59.4,10.85,0.194,2.1,2,0,0.1756,2.0646,0.4445
DEMO_00484,67,4,31.81,10.7,1,Demo Start,1,3,2,132,6,2.1,Client moyen,Clients à risque,Valeur moyenne,10.2,7.95,0.375,2.98,1,0,0.462,-0.9687,-0.7754
DEMO_00485,38,5,56.42,22.1,2,Demo Flex,2,3,4,234,9,3.3,Client moyen,Clients à risque,Valeur moyenne,21.4,11.28,0.226,2.55,1,0,0.1511,0.4262,-0.3147
DEMO_00486,74,6,32.02,19.0,3,Demo Plus,1,4,2,142,7,2.4,Client moyen,Ne doit pas les perdre,Valeur moyenne,18.8,5.34,0.315,1.68,1,0,0.32,-1.3219,-0.6399
DEMO_00487,76,6,122.94,39.6,1,Demo Max,1,4,5,145,10,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,37.7,20.49,0.151,3.1,1,0,0.2436,0.5596,0.1645
DEMO_00488,35,8,88.42,18.7,1,Demo Flex,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,18.3,11.05,0.428,4.74,2,0,0.2143,0.9164,-0.406
DEMO_00489,52,5,34.51,26.2,1,Demo Plus,1,3,2,132,6,2.1,Client moyen,Clients à risque,Valeur moyenne,24.0,6.9,0.191,1.32,1,0,0.1968,-0.1053,0.8199
DEMO_00490,7,6,54.6,10.7,1,Demo Start,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,12.8,9.1,0.561,5.1,2,0,0.0674,0.7278,-0.3374
DEMO_00491,1,7,52.25,43.7,4,Demo Plus,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,44.8,7.46,0.16,1.2,2,0,0.0737,0.2548,0.522
DEMO_00492,3,7,143.64,7.3,1,Demo Connect,5,4,5,545,14,4.7,Champion,Champions,Forte valeur,10.2,20.52,0.955,19.6,0,0,0.0594,2.0765,-0.5554
DEMO_00493,55,5,44.62,30.4,2,Demo Plus,1,3,3,133,7,2.6,Client moyen,Clients à risque,Valeur moyenne,27.1,8.92,0.165,1.47,1,0,0.2083,-0.6566,0.4057
DEMO_00494,35,5,54.32,26.3,3,Demo Start,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,30.1,10.86,0.19,2.07,3,0,0.167,-0.1029,0.0429
DEMO_00495,28,3,41.02,28.8,2,Demo Connect,3,2,3,323,8,2.7,Client moyen,Clients à développer,Valeur moyenne,25.6,13.67,0.104,1.43,3,0,0.1118,-0.9168,0.3267
DEMO_00496,38,2,13.27,7.4,1,Demo Flex,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,5.0,6.64,0.27,1.79,1,0,0.1822,-1.0913,-0.6046
DEMO_00497,3,3,33.29,18.4,2,Demo Max,5,2,2,522,9,2.6,Client moyen,Clients prometteurs,Valeur moyenne,17.2,11.1,0.163,1.81,3,0,0.1605,-0.2823,0.1872
DEMO_00498,20,9,104.39,38.5,1,Demo Flex,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,41.1,11.6,0.234,2.71,0,0,0.0864,2.0729,0.2911
DEMO_00499,13,7,29.7,61.8,1,Demo Plus,4,4,2,442,10,3.0,Client fidèle,Champions,Faible valeur,62.3,4.24,0.113,0.48,2,0,0.0576,0.1231,1.1765
DEMO_00500,27,5,57.31,21.1,4,Demo Connect,3,3,4,334,10,3.5,Client fidèle,Clients à développer,Valeur moyenne,20.6,11.46,0.237,2.72,3,0,0.1302,-0.0944,-0.5305
DEMO_00501,27,7,68.08,36.3,1,Demo Connect,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Forte valeur,34.7,9.73,0.193,1.88,2,0,0.1422,1.1495,0.4625
DEMO_00502,36,7,74.99,24.7,1,Demo Plus,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Forte valeur,21.9,10.71,0.283,3.04,1,0,0.1075,0.5739,-0.0173
DEMO_00503,41,5,50.86,21.8,1,Demo Plus,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,24.1,10.17,0.23,2.33,1,0,0.2194,-0.1555,-0.288
DEMO_00504,3,8,92.02,17.0,1,Demo Plus,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,18.6,11.5,0.471,5.42,0,0,0.0872,1.1132,-1.1741
DEMO_00505,20,2,41.62,22.7,2,Demo Max,3,1,3,313,7,2.4,Client moyen,Clients à développer,Valeur moyenne,25.4,20.81,0.088,1.83,3,0,0.0628,-0.5588,0.7544
DEMO_00506,24,6,31.28,34.3,2,Demo Max,3,4,2,342,9,2.8,Client fidèle,Clients fidèles,Valeur moyenne,35.1,5.21,0.175,0.91,2,0,0.2233,0.0984,0.8005
DEMO_00507,7,6,49.58,36.1,2,Demo Max,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,30.8,8.26,0.166,1.37,2,0,0.1346,0.196,-0.4809
DEMO_00508,6,3,43.17,8.7,1,Demo Connect,5,2,3,523,10,3.1,Client moyen,Clients prometteurs,Valeur moyenne,6.2,14.39,0.345,4.97,3,0,0.0738,-0.1311,0.0486
DEMO_00509,5,4,51.98,15.9,1,Demo Plus,5,3,3,533,11,3.4,Client fidèle,Clients à risque,Valeur moyenne,16.9,12.99,0.251,3.26,3,1,0.0568,0.246,-0.4127
DEMO_00510,45,5,64.21,10.3,1,Demo Flex,1,3,4,134,8,3.1,Client moyen,Clients à risque,Forte valeur,9.6,12.84,0.486,6.24,1,0,0.2453,-0.003,-0.5921
DEMO_00511,4,3,136.06,23.5,1,Demo Max,5,2,5,525,12,4.1,Client moyen,Clients prometteurs,Forte valeur,22.3,45.35,0.128,5.8,0,0,0.0469,1.5713,0.6396
DEMO_00512,5,6,83.89,18.0,2,Demo Max,5,4,4,544,13,4.2,Champion,Champions,Forte valeur,15.8,13.98,0.334,4.67,0,0,0.1451,1.0196,0.3215
DEMO_00513,26,6,111.47,28.2,2,Demo Start,3,4,5,345,12,4.3,Client fidèle,Clients fidèles,Forte valeur,30.1,18.58,0.213,3.96,2,0,0.1041,0.7253,0.5006
DEMO_00514,33,5,42.12,29.4,3,Demo Max,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,30.3,8.42,0.17,1.43,3,0,0.2672,0.817,0.3134
DEMO_00515,23,5,28.89,3.1,2,Demo Max,3,3,2,332,8,2.5,Client fidèle,Clients à développer,Faible valeur,4.1,5.78,1.594,9.21,3,0,0.1088,-0.4211,-1.627
DEMO_00516,8,8,67.13,22.6,1,Demo Start,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,21.3,8.39,0.354,2.97,2,0,0.0804,1.1354,-1.3173
DEMO_00517,6,7,103.28,45.7,2,Demo Flex,5,4,5,545,14,4.7,Champion,Champions,Forte valeur,46.0,14.75,0.153,2.26,0,0,0.1108,1.3132,1.1529
DEMO_00518,25,4,49.9,15.9,2,Demo Plus,3,3,3,333,9,3.0,Client fidèle,Clients à développer,Valeur moyenne,13.3,12.48,0.251,3.13,3,0,0.1276,-0.1179,0.2854
DEMO_00519,21,6,74.71,15.6,3,Demo Plus,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Forte valeur,15.4,12.45,0.384,4.79,0,0,0.14,0.7475,-0.8973
DEMO_00520,17,6,53.19,41.0,1,Demo Flex,4,4,3,443,11,3.5,Client fidèle,Champions,Valeur moyenne,35.9,8.86,0.146,1.3,2,0,0.1401,0.8424,0.5194
DEMO_00521,44,6,48.72,37.1,2,Demo Plus,1,4,3,143,8,2.9,Client moyen,Ne doit pas les perdre,Valeur moyenne,34.0,8.12,0.162,1.31,1,0,0.1407,0.0782,0.2099
DEMO_00522,20,3,27.1,11.1,1,Demo Max,3,2,2,322,7,2.2,Client moyen,Clients à développer,Faible valeur,10.5,9.03,0.27,2.44,3,0,0.0835,-0.2115,-0.7052
DEMO_00523,5,5,74.28,34.9,2,Demo Max,5,3,4,534,12,3.9,Client fidèle,Clients à risque,Forte valeur,39.6,14.86,0.143,2.13,0,0,0.0404,1.2109,0.9417
DEMO_00524,17,7,110.86,13.0,3,Demo Start,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,9.4,15.84,0.538,8.52,0,0,0.1438,1.3686,-0.6508
DEMO_00525,36,2,11.47,15.5,3,Demo Plus,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,13.0,5.73,0.129,0.74,3,0,0.2263,-1.6103,-0.2447
DEMO_00526,19,1,15.17,11.1,1,Demo Start,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,11.5,15.17,0.09,1.37,3,1,0.2211,-0.9771,0.9503
DEMO_00527,36,3,20.92,8.6,1,Demo Start,2,2,1,221,5,1.5,Client à risque,Clients hibernants,Faible valeur,12.2,6.97,0.347,2.42,3,0,0.1793,-1.4804,-1.2022
DEMO_00528,41,7,90.36,24.4,2,Demo Max,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Forte valeur,24.8,12.91,0.287,3.71,1,1,0.1023,1.5427,0.0209
DEMO_00529,20,1,8.97,7.6,2,Demo Start,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,9.0,8.97,0.131,1.18,3,0,0.0611,-1.9736,-0.879
DEMO_00530,23,4,94.39,25.0,3,Demo Connect,3,3,5,335,11,4.0,Client fidèle,Clients à développer,Forte valeur,24.3,23.6,0.16,3.78,3,0,0.3472,0.4264,0.0289
DEMO_00531,18,2,15.85,24.5,1,Demo Plus,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,23.5,7.93,0.082,0.65,3,0,0.1506,-1.5705,0.3406
DEMO_00532,36,4,44.02,20.4,3,Demo Plus,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,20.6,11.0,0.196,2.15,1,0,0.186,-0.7439,0.269
DEMO_00533,17,3,41.77,16.5,2,Demo Connect,4,2,3,423,9,2.9,Client moyen,Clients prometteurs,Valeur moyenne,15.1,13.92,0.182,2.54,3,0,0.1391,0.1558,-0.313
DEMO_00534,33,5,30.84,14.3,1,Demo Plus,2,3,2,232,7,2.3,Client moyen,Clients à risque,Faible valeur,15.7,6.17,0.35,2.16,3,0,0.0978,0.3866,-0.6585
DEMO_00535,28,6,57.49,10.1,1,Demo Max,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Valeur moyenne,6.8,9.58,0.597,5.72,2,0,0.1126,0.1772,-0.9128
DEMO_00536,3,5,43.07,52.1,2,Demo Flex,5,3,3,533,11,3.4,Client fidèle,Clients à risque,Valeur moyenne,53.9,8.61,0.096,0.83,3,0,0.122,0.5677,0.7674
DEMO_00537,35,2,15.04,19.8,1,Demo Connect,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,19.9,7.52,0.101,0.76,3,1,0.2349,-1.4309,0.3429
DEMO_00538,26,2,15.66,19.4,2,Demo Start,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,19.0,7.83,0.103,0.81,3,0,0.1137,-0.9548,0.1645
DEMO_00539,58,5,91.93,11.5,1,Demo Start,1,3,5,135,9,3.6,Client moyen,Clients à risque,Forte valeur,8.2,18.39,0.434,7.98,1,0,0.1876,0.8153,-0.4255
DEMO_00540,7,4,28.71,48.9,1,Demo Connect,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Faible valeur,46.9,7.18,0.082,0.59,3,0,0.0567,0.3976,1.1712
DEMO_00541,28,3,40.86,14.9,1,Demo Start,3,2,3,323,8,2.7,Client moyen,Clients à développer,Valeur moyenne,17.3,13.62,0.201,2.74,3,0,0.1427,-0.4907,-0.3531
DEMO_00542,15,1,11.86,26.5,4,Demo Flex,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,26.1,11.86,0.038,0.45,3,0,0.2563,-1.3046,0.9957
DEMO_00543,3,7,32.38,29.8,2,Demo Max,5,4,2,542,11,3.2,Client fidèle,Champions,Valeur moyenne,30.4,4.63,0.235,1.09,2,0,0.0655,0.7512,0.4865
DEMO_00544,2,3,39.81,24.4,2,Demo Max,5,2,3,523,10,3.1,Client moyen,Clients prometteurs,Valeur moyenne,22.6,13.27,0.123,1.63,3,0,0.049,0.0587,0.806
DEMO_00545,66,1,4.58,7.5,2,Demo Flex,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,7.4,4.58,0.134,0.61,1,1,0.3799,-3.5405,-0.2463
DEMO_00546,28,6,84.54,34.0,2,Demo Connect,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Forte valeur,31.2,14.09,0.177,2.49,2,0,0.14,0.4092,0.9264
DEMO_00547,19,3,22.64,14.8,3,Demo Start,4,2,2,422,8,2.4,Client moyen,Clients prometteurs,Faible valeur,15.0,7.55,0.202,1.53,3,0,0.0791,-0.3232,-0.4585
DEMO_00548,4,9,90.18,36.9,2,Demo Max,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,37.6,10.02,0.244,2.45,0,0,0.0783,2.1235,0.0641
DEMO_00549,64,3,14.68,21.7,1,Demo Flex,1,2,1,121,4,1.3,Client à risque,Clients hibernants,Faible valeur,22.3,4.89,0.138,0.68,1,0,0.4373,-1.9751,0.5826
DEMO_00550,12,14,149.36,31.0,1,Demo Plus,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,29.2,10.67,0.452,4.82,0,0,0.083,2.8827,-0.2317
